OBJECTID,PARCEL_TAG,PARCEL_I,PARCEL_C,STREETADDRESS,CITY,ID,UTILITY_ST,NaN,NaN
4434,1046588,1048889,1048889,45 N EUCLID AVE,INDIANAPOLIS,52642,0,-86.76535389075062,35.24199775413121
4435,1259577,9032022,9032022,4031 PATRICIA ST,INDIANAPOLIS,209861,1,-86.76535389075062,35.24199775413121
4436,1002476,1076155,1076155,3509 N ILLINOIS ST,INDIANAPOLIS,174119,1,-86.76535389075062,35.24199775413121
4437,1281893,9024146,9024146,222 N HOLMES AVE,INDIANAPOLIS,169614,1,-86.76535389075062,35.24199775413121
4438,1277557,9018685,9018685,702 N TREMONT ST,INDIANAPOLIS,437,1,-86.76535723901782,35.241997723733036
4439,1185454,7016131,7016131,2214 NORDEN CT,INDIANAPOLIS,196254,1,-86.76535389075062,35.24199775413121
4440,1252387,8017947,8017947,3936 GRACELAND AVE,INDIANAPOLIS,52966,1,-86.76535389075062,35.24199775413121
4441,1040393,1040708,1040708,718 N DEQUINCY ST,INDIANAPOLIS,89380,1,-86.76535389075062,35.24199775413121
4442,1050469,1038158,1038158,4902 UNIVERSITY AVE,INDIANAPOLIS,213039,0,-86.76535389075062,35.24199775413121
4443,1027153,1033684,1033684,2830 E 19TH ST,INDIANAPOLIS,188968,0,-86.76535389075062,35.24199775413121
4444,1067388,1025410,1025410,1317 E MINNESOTA ST,INDIANAPOLIS,243163,1,-86.76535389075062,35.24199775413121
4445,1025487,1020537,1020537,2005 RALSTON AVE,INDIANAPOLIS,227206,1,-86.76535723901782,35.241997723733036
4446,1205927,7018445,7018445,5518 E TERRACE AVE,INDIANAPOLIS,137531,0,-86.76535389075062,35.24199775413121
4447,1126749,4016655,4016655,4017 HAMPSHIRE CT,INDIANAPOLIS,899,1,-86.76535723901782,35.241997723733036
4448,1182373,7026987,7026987,2632 N ROUTIERS AVE,INDIANAPOLIS,107862,0,-86.76535389075062,35.24199775413121
4449,1032915,1070450,1070450,1325 N TUXEDO ST,INDIANAPOLIS,215558,0,-86.76535389075062,35.24199775413121
4450,1004230,1085815,1085815,3371 ARTHINGTON BLVD,INDIANAPOLIS,281505,0,-86.76535389075062,35.24199775413121
4451,1048964,1082818,1082818,2444 E WASHINGTON ST,INDIANAPOLIS,54046,0,-86.76535389075062,35.24199775413121
4452,1315501,7000963,7000963,3764 N SADLIER DR,INDIANAPOLIS,90378,1,-86.76535389075062,35.24199775413121
4453,1009706,1058599,1058599,3841 E 31ST ST,INDIANAPOLIS,19012,1,-86.76535389075062,35.24199775413121
4454,1320549,7010692,7010692,701 N EMERSON AVE,INDIANAPOLIS,86455,0,-86.76535389075062,35.24199775413121
4455,1043786,1068994,1068994,422 N PARKER AVE,INDIANAPOLIS,69001,1,-86.76535723901782,35.241997723733036
4456,1025838,1075346,1075346,1918 SUGAR GROVE AVE,INDIANAPOLIS,16345,0,-86.76535389075062,35.24199775413121
4457,1071861,1000213,1000213,3128 E TABOR ST,INDIANAPOLIS,184344,1,-86.76535389075062,35.24199775413121
4458,1276032,9019726,9019726,929 KETCHAM ST,INDIANAPOLIS,288703,1,-86.76535389075062,35.24199775413121
4459,1306542,8035820,8035820,2405 W 61ST ST,INDIANAPOLIS,215182,0,-86.76535389075062,35.24199775413121
4460,1057958,1022448,1022448,819 RIVER AVE,INDIANAPOLIS,257550,0,-86.76535389075062,35.24199775413121
4461,1016639,1020706,1020706,1039 ROACHE ST,INDIANAPOLIS,8964,0,-86.76535389075062,35.24199775413121
4462,1033991,1074889,1074889,1220 N GALE ST,INDIANAPOLIS,42174,1,-86.76535723901782,35.241997723733036
4463,1025208,1016217,1016217,2022 CORNELL AVE,INDIANAPOLIS,122398,1,-86.76535723901782,35.241997723733036
4464,1310197,4007162,4007162,4222 N RITTER AVE,INDIANAPOLIS,4562,1,-86.76535389075062,35.24199775413121
4465,1249506,8022995,8022995,4237 N COLLEGE AVE,INDIANAPOLIS,333902,0,-86.76535389075062,35.24199775413121
4466,1007052,1057784,1057784,1413 W 33RD ST,INDIANAPOLIS,238397,0,-86.76535389075062,35.24199775413121
4467,1224813,8022197,8022197,6981 WASHINGTON BLVD,INDIANAPOLIS,156326,0,-86.76535389075062,35.24199775413121
4468,1035851,1086631,1086631,1015 N TUXEDO ST,INDIANAPOLIS,198214,0,-86.76535389075062,35.24199775413121
4469,1010444,1068406,1068406,4337 E 30TH ST,INDIANAPOLIS,151947,1,-86.76535389075062,35.24199775413121
4470,1047394,1060974,1060974,243 PARKVIEW AVE,INDIANAPOLIS,303720,1,-86.76535723901782,35.241997723733036
4471,1033331,1038428,1038428,1311 N OLNEY ST,INDIANAPOLIS,225470,1,-86.76535389075062,35.24199775413121
4472,1016127,1058754,1058754,854 ROACHE ST,INDIANAPOLIS,245100,0,-86.76535389075062,35.24199775413121
4473,1317292,1085435,1085435,3702 MANOR CT,INDIANAPOLIS,310230,0,-86.76535389075062,35.24199775413121
4474,1015674,1013864,1013864,921 W 27TH ST,INDIANAPOLIS,294037,0,-86.76535389075062,35.24199775413121
4475,1066978,1058589,1058589,1758 MORGAN ST,INDIANAPOLIS,203885,0,-86.76535389075062,35.24199775413121
4476,1295250,9013786,9013786,4502 W CAVEN ST,INDIANAPOLIS,248132,1,-86.76535723901782,35.241997723733036
4477,1012119,1070316,1070316,2924 WASHINGTON BLVD,INDIANAPOLIS,331840,1,-86.76535389075062,35.24199775413121
4478,1054561,1022403,1022403,2532 ENGLISH AVE,INDIANAPOLIS,251990,1,-86.76535389075062,35.24199775413121
4479,1317351,1085497,1085497,3702 N EUCLID AVE,INDIANAPOLIS,292426,1,-86.76535389075062,35.24199775413121
4480,1279953,9019504,9019504,431 N BERWICK AVE,INDIANAPOLIS,270420,1,-86.76535389075062,35.24199775413121
4481,1019893,1044818,1044818,2406 HIGHLAND PL,INDIANAPOLIS,296426,0,-86.76535389075062,35.24199775413121
4482,1002002,1028389,1028389,3508 BROUSE AVE,INDIANAPOLIS,152632,0,-86.76535389075062,35.24199775413121
4483,1067520,1034066,1034066,733 E MINNESOTA ST,INDIANAPOLIS,130160,1,-86.76535389075062,35.24199775413121
4484,1014555,1021725,1021725,2750 COLUMBIA AVE,INDIANAPOLIS,324482,1,-86.76535389075062,35.24199775413121
4485,1071080,1020837,1020837,2130 RINGGOLD AVE,INDIANAPOLIS,17404,1,-86.76535389075062,35.24199775413121
4486,1001207,1091363,1091363,3557 FOREST MANOR AVE,INDIANAPOLIS,124787,0,-86.76535389075062,35.24199775413121
4487,1011184,1094928,1094928,4907 RIBBLE RD,INDIANAPOLIS,93067,1,-86.76535723901782,35.241997723733036
4488,1006349,1009111,1009111,3261 RALSTON AVE,INDIANAPOLIS,99177,0,-86.76535389075062,35.24199775413121
4489,1005756,1016363,1016363,3287 SCHOFIELD AVE,INDIANAPOLIS,308106,0,-86.76535389075062,35.24199775413121
4490,1011262,1042976,1042976,2942 N COLLEGE AVE,INDIANAPOLIS,242519,1,-86.76535389075062,35.24199775413121
4491,1020642,1036393,1036393,2329 CARROLLTON AVE,INDIANAPOLIS,266231,1,-86.76535389075062,35.24199775413121
4492,1020476,1027934,1027934,2373 WINTHROP AVE,INDIANAPOLIS,280680,1,-86.76535389075062,35.24199775413121
4493,1062375,1019673,1019673,401 SANDERS ST,INDIANAPOLIS,184187,0,-86.76535389075062,35.24199775413121
4494,1341179,9056230,9056230,5630 W MCCARTY ST,INDIANAPOLIS,241163,1,-86.76535389075062,35.24199775413121
4495,1203711,7011489,7011489,5952 RAWLES AVE,INDIANAPOLIS,317633,0,-86.76535389075062,35.24199775413121
4496,1049016,1019922,1019922,102 MILEY AVE,INDIANAPOLIS,238284,0,-86.76535389075062,35.24199775413121
4497,1001479,1027592,1027592,3544 N OXFORD ST,INDIANAPOLIS,288003,1,-86.76535389075062,35.24199775413121
4498,1183033,7026932,7026932,2519 CALBERT DR,INDIANAPOLIS,336443,1,-86.76535389075062,35.24199775413121
4499,1067430,1094294,1094294,2403 BETHEL AVE,INDIANAPOLIS,155677,0,-86.76535389075062,35.24199775413121
4500,1018475,1056123,1056123,2461 DR M L KING JR ST,INDIANAPOLIS,237498,0,-86.76535389075062,35.24199775413121
4501,1018029,1060629,1060629,1254 W 25TH ST,INDIANAPOLIS,270569,1,-86.76535389075062,35.24199775413121
4502,1009547,1045113,1045113,3025 N ARSENAL AVE,INDIANAPOLIS,118891,1,-86.76535389075062,35.24199775413121
4503,1250561,8013291,8013291,4142 WINTHROP AVE,INDIANAPOLIS,110325,0,-86.76535389075062,35.24199775413121
4504,1016471,1007376,1007376,2549 COLUMBIA AVE,INDIANAPOLIS,103358,1,-86.76535389075062,35.24199775413121
4505,1061355,1008112,1008112,1122 S KEYSTONE AVE,INDIANAPOLIS,280723,1,-86.76535389075062,35.24199775413121
4506,1069187,1071082,1071082,1847 NEW ST,INDIANAPOLIS,130596,0,-86.76535389075062,35.24199775413121
4507,1017804,1060641,1060641,1431 W 26TH ST,INDIANAPOLIS,160283,1,-86.76535389075062,35.24199775413121
4508,1064481,1084061,1084061,1413 S OXFORD ST,INDIANAPOLIS,91565,0,-86.76535389075062,35.24199775413121
4509,1046741,1030192,1030192,57 N SHERMAN DR,INDIANAPOLIS,233855,1,-86.76535389075062,35.24199775413121
4510,1125210,4017176,4017176,4128 MOUNT VERNON CT,INDIANAPOLIS,314852,0,-86.76535389075062,35.24199775413121
4511,1059944,1006956,1006956,1026 ST PETER ST,INDIANAPOLIS,152252,0,-86.76535389075062,35.24199775413121
4512,1072516,1025860,1025860,1736 WADE ST,INDIANAPOLIS,103617,0,-86.76535389075062,35.24199775413121
4513,1178747,7026694,7026694,8155 E 34TH ST,INDIANAPOLIS,231603,0,-86.76535389075062,35.24199775413121
4514,1046265,1053316,1053316,244 N TEMPLE AVE,INDIANAPOLIS,170431,1,-86.76535723901782,35.241997723733036
4515,1068413,1012283,1012283,1730 S TALBOTT ST,INDIANAPOLIS,295970,1,-86.76535389075062,35.24199775413121
4516,1252433,8018503,8018503,3934 GRACELAND AVE,INDIANAPOLIS,148428,0,-86.76535389075062,35.24199775413121
4517,1025783,1037791,1037791,3401 E 20TH ST,INDIANAPOLIS,106561,1,-86.76535389075062,35.24199775413121
4518,1310513,4000460,4000460,4155 N BUTLER AVE,INDIANAPOLIS,7150,1,-86.76535723901782,35.241997723733036
4519,1009348,1100010,1100010,3110 CLIFTON ST,INDIANAPOLIS,152379,0,-86.76535389075062,35.24199775413121
4520,1065988,1095197,1095197,1514 KENNINGTON ST,INDIANAPOLIS,306348,0,-86.76535389075062,35.24199775413121
4521,1008325,1072285,1072285,624 CONGRESS AVE,INDIANAPOLIS,59284,1,-86.76535723901782,35.241997723733036
4522,1276311,9020329,9020329,921 N SOMERSET AVE,INDIANAPOLIS,241894,0,-86.76535389075062,35.24199775413121
4523,1379599,1080336,1080336,835 N LASALLE ST,INDIANAPOLIS,138279,1,-86.7653572019646,35.24199497683567
4524,1013444,1016505,1016505,2842 N DENNY ST,INDIANAPOLIS,226642,1,-86.76535389075062,35.24199775413121
4525,1019964,1013335,1013335,2347 N GALE ST,INDIANAPOLIS,184453,1,-86.76535389075062,35.24199775413121
4526,1008035,1019211,1019211,3157 ETHEL AVE,INDIANAPOLIS,96516,1,-86.76535389075062,35.24199775413121
4527,1256751,9039292,9039292,3244 THURSTON DR,INDIANAPOLIS,168828,1,-86.76535389075062,35.24199775413121
4528,1054390,1095594,1095594,3532 ENGLISH AVE,INDIANAPOLIS,142287,0,-86.76535389075062,35.24199775413121
4529,1253870,9040108,9040108,3508 ASHWAY DR,INDIANAPOLIS,112865,0,-86.76535389075062,35.24199775413121
4530,1037810,1018522,1018522,905 JEFFERSON AVE,INDIANAPOLIS,217554,0,-86.76535389075062,35.24199775413121
4531,1001536,1060736,1060736,3553 N KENWOOD AVE,INDIANAPOLIS,237525,1,-86.76535389075062,35.24199775413121
4532,1163101,6003769,6003769,6543 OAKVIEW DRN,INDIANAPOLIS,44943,0,-86.76535389075062,35.24199775413121
4533,1016358,1024267,1024267,2627 STATION ST,INDIANAPOLIS,44789,0,-86.76535389075062,35.24199775413121
4534,1030914,1023204,1023204,1511 N LASALLE ST,INDIANAPOLIS,144627,0,-86.76535389075062,35.24199775413121
4535,1058251,1016409,1016409,617 E MCCARTY ST,INDIANAPOLIS,48462,0,-86.76535389075062,35.24199775413121
4536,1176920,7023421,7023421,5749 E 36TH ST,INDIANAPOLIS,293914,0,-86.76535389075062,35.24199775413121
4537,1125165,4017230,4017230,9938 ELLIS DR,INDIANAPOLIS,44307,0,-86.76535389075062,35.24199775413121
4538,1252327,8021893,8021893,618 W 39TH ST,INDIANAPOLIS,323658,0,-86.76535389075062,35.24199775413121
4539,1247131,8023315,8023315,4436 KINGSLEY DR,INDIANAPOLIS,281879,1,-86.76535389075062,35.24199775413121
4540,1034723,1019709,1019709,1125 N KEYSTONE AVE,INDIANAPOLIS,75576,1,-86.76535723901782,35.241997723733036
4541,1014749,1058758,1058758,955 W 28TH ST,INDIANAPOLIS,136687,1,-86.76535389075062,35.24199775413121
4542,1295671,9010808,9010808,5010 MELROSE AVE,INDIANAPOLIS,62008,1,-86.76535389075062,35.24199775413121
4543,1044105,1029824,1029824,3328 E VERMONT ST,INDIANAPOLIS,213816,1,-86.76535723901782,35.241997723733036
4544,1002913,1054764,1054764,3434 N GALE ST,INDIANAPOLIS,284907,1,-86.76535389075062,35.24199775413121
4545,1066729,1060712,1060712,1620 MINOCQUA ST,INDIANAPOLIS,52115,0,-86.76535389075062,35.24199775413121
4546,1020912,1074567,1074567,2317 SHELDON ST,INDIANAPOLIS,27933,0,-86.76535389075062,35.24199775413121
4547,1034743,1002858,1002858,1121 N RURAL ST,INDIANAPOLIS,274626,1,-86.76535389075062,35.24199775413121
4548,1026131,1073340,1073340,1938 KILDARE AVE,INDIANAPOLIS,218990,0,-86.76535389075062,35.24199775413121
4549,1005472,1033592,1033592,610 E 33RD ST,INDIANAPOLIS,125212,0,-86.76535389075062,35.24199775413121
4550,1008550,1088649,1088649,3109 N GALE ST,INDIANAPOLIS,148375,1,-86.76535389075062,35.24199775413121
4551,1310703,4000482,4000482,4115 N BUTLER AVE,INDIANAPOLIS,211416,1,-86.76535389075062,35.24199775413121
4552,1018912,1043476,1043476,2440 BOULEVARD PL,INDIANAPOLIS,332077,0,-86.76535389075062,35.24199775413121
4553,1016633,1035476,1035476,1035 ROACHE ST,INDIANAPOLIS,209579,0,-86.76535389075062,35.24199775413121
4554,1020829,1074807,1074807,2320 WHITE AVE,INDIANAPOLIS,225653,0,-86.76535389075062,35.24199775413121
4555,1281371,9027888,9027888,5550 W OHIO ST,INDIANAPOLIS,77197,1,-86.76535389075062,35.24199775413121
4556,1016341,1007375,1007375,2553 COLUMBIA AVE,INDIANAPOLIS,49961,1,-86.76535389075062,35.24199775413121
4557,1047568,1002372,1002372,30 N KEALING AVE,INDIANAPOLIS,262850,1,-86.76535389075062,35.24199775413121
4558,1264913,9029678,9029678,2225 N GOODLET AVE,INDIANAPOLIS,107406,0,-86.76535389075062,35.24199775413121
4559,1027399,1058630,1058630,1918 ROOSEVELT AVE,INDIANAPOLIS,252657,0,-86.76535389075062,35.24199775413121
4560,1066626,1042879,1042879,1761 MILLER ST,INDIANAPOLIS,276763,0,-86.76535389075062,35.24199775413121
4561,1316427,1036249,1036249,3718 N BANCROFT ST,INDIANAPOLIS,87942,0,-86.76535389075062,35.24199775413121
4562,1319882,9024173,9024173,1032 N SHEFFIELD AVE,INDIANAPOLIS,91910,0,-86.76535389075062,35.24199775413121
4563,1027302,1061294,1061294,1227 HERBERT ST,INDIANAPOLIS,85837,1,-86.76535389075062,35.24199775413121
4564,1068538,1066030,1066030,225 IOWA ST,INDIANAPOLIS,56454,1,-86.76535723901782,35.241997723733036
4565,1008355,1048259,1048259,3124 RALSTON AVE,INDIANAPOLIS,290259,1,-86.76535389075062,35.24199775413121
4566,1018834,1043359,1043359,2446 ETHEL AVE,INDIANAPOLIS,13503,1,-86.76535389075062,35.24199775413121
4567,1066701,1097428,1097428,4702 E MINNESOTA ST,INDIANAPOLIS,53821,0,-86.76535389075062,35.24199775413121
4568,1055727,1074185,1074185,3825 SPANN AVE,INDIANAPOLIS,85123,0,-86.76535389075062,35.24199775413121
4569,1004500,1049391,1049391,3365 N COLORADO AVE,INDIANAPOLIS,1751,0,-86.76535389075062,35.24199775413121
4570,1295440,9013800,9013800,4505 W CAVEN ST,INDIANAPOLIS,167725,0,-86.76535389075062,35.24199775413121
4571,1060651,1093118,1093118,4701 PROSPECT ST,INDIANAPOLIS,97048,0,-86.76535389075062,35.24199775413121
4572,1045118,1071507,1071507,320 N TEMPLE AVE,INDIANAPOLIS,221404,0,-86.76535389075062,35.24199775413121
4573,1041526,1053178,1053178,543 JEFFERSON AVE,INDIANAPOLIS,18944,0,-86.76535389075062,35.24199775413121
4574,1125706,4016761,4016761,4010 ESSEX CT,INDIANAPOLIS,258800,1,-86.76535723901782,35.241997723733036
4575,1033784,1031808,1031808,1222 N RURAL ST,INDIANAPOLIS,123099,0,-86.76535389075062,35.24199775413121
4576,1039251,1033678,1033678,837 N DREXEL AVE,INDIANAPOLIS,112564,0,-86.76535389075062,35.24199775413121
4577,1058627,1075544,1075544,815 SHELBY ST,INDIANAPOLIS,58171,0,-86.76535389075062,35.24199775413121
4578,1042830,1028710,1028710,3001 E MICHIGAN ST,INDIANAPOLIS,131840,1,-86.76535389075062,35.24199775413121
4579,1169530,6024193,6024193,6625 KINNERTON DR,INDIANAPOLIS,285740,1,-86.76535723901782,35.241997723733036
4580,1204698,7016658,7016658,610 GOOD AVE,INDIANAPOLIS,16619,0,-86.76535389075062,35.24199775413121
4581,1284940,9021086,9021086,231 HANCOCK ST,INDIANAPOLIS,18853,0,-86.76535389075062,35.24199775413121
4582,1248570,8012313,8012313,4336 WINTHROP AVE,INDIANAPOLIS,204394,0,-86.76535389075062,35.24199775413121
4583,1245811,8006370,8006370,3105 E 46TH ST,INDIANAPOLIS,128762,1,-86.76535389075062,35.24199775413121
4584,1047486,1018624,1018624,214 N HAMILTON AVE,INDIANAPOLIS,130165,1,-86.76535389075062,35.24199775413121
4585,1009530,1091309,1091309,3026 EASTERN AVE,INDIANAPOLIS,256579,0,-86.76535389075062,35.24199775413121
4586,1225766,8044544,8044544,1809 W 66TH ST,INDIANAPOLIS,174849,0,-86.76535389075062,35.24199775413121
4587,1247392,8018277,8018277,4418 CAROLINE ST,INDIANAPOLIS,316975,0,-86.76535389075062,35.24199775413121
4588,1145064,5036007,5036007,6723 S NEW JERSEY ST,INDIANAPOLIS,257949,0,-86.76535389075062,35.24199775413121
4589,1047737,1053522,1053522,233 PARKVIEW AVE,INDIANAPOLIS,114233,1,-86.76535389075062,35.24199775413121
4590,1006917,1033778,1033778,3231 RALSTON AVE,INDIANAPOLIS,191588,0,-86.76535389075062,35.24199775413121
4591,1261830,9033698,9033698,4122 BEAUPORT RD,INDIANAPOLIS,204770,1,-86.76535389075062,35.24199775413121
4592,1039403,1095229,1095229,743 N ELDER AVE,INDIANAPOLIS,322056,0,-86.76535389075062,35.24199775413121
4593,1037933,1033530,1033530,905 N KEYSTONE AVE,INDIANAPOLIS,294953,1,-86.76535723901782,35.241997723733036
4594,1201104,7011472,7011472,115 S SHERIDAN AVE,INDIANAPOLIS,163101,1,-86.76535723901782,35.241997723733036
4595,1177186,7028743,7028743,3556 PIXLEY CT,INDIANAPOLIS,84133,1,-86.76535389075062,35.24199775413121
4596,1189596,7030615,7030615,1702 N MITTHOEFER RD,INDIANAPOLIS,186827,0,-86.76535389075062,35.24199775413121
4597,1007605,1021648,1021648,3145 N NEW JERSEY ST,INDIANAPOLIS,10207,0,-86.76535389075062,35.24199775413121
4598,1249412,8021996,8021996,4229 CRITTENDEN AVE,INDIANAPOLIS,122306,0,-86.76535389075062,35.24199775413121
4599,1277211,9016674,9016674,730 ARNOLDA AVE,INDIANAPOLIS,188142,0,-86.76535389075062,35.24199775413121
4600,1007845,1044004,1044004,717 W 32ND ST,INDIANAPOLIS,213177,1,-86.76535389075062,35.24199775413121
4601,1325895,5006482,5006482,2507 E TROY AVE,INDIANAPOLIS,32553,0,-86.76535389075062,35.24199775413121
4602,1072355,1024641,1024641,1705 E KELLY ST,INDIANAPOLIS,135698,1,-86.76535389075062,35.24199775413121
4603,1284601,9005966,9005966,3643 ROCKVILLE RD,INDIANAPOLIS,318730,0,-86.76535389075062,35.24199775413121
4604,1005621,1035851,1035851,1316 W 34TH ST,INDIANAPOLIS,24376,0,-86.76535389075062,35.24199775413121
4605,1279869,9020980,9020980,422 HAUGH ST,INDIANAPOLIS,43390,1,-86.76535389075062,35.24199775413121
4606,1011161,1058466,1058466,2947 N EUCLID AVE,INDIANAPOLIS,96615,1,-86.76535723901782,35.241997723733036
4607,1046038,1064473,1064473,275 N ELDER AVE,INDIANAPOLIS,209273,1,-86.76535389075062,35.24199775413121
4608,1179565,7017236,7017236,3222 PRISCILLA AVE,INDIANAPOLIS,261737,0,-86.76535389075062,35.24199775413121
4609,1017189,1046606,1046606,2534 N SHERMAN DR,INDIANAPOLIS,130548,1,-86.76535389075062,35.24199775413121
4702,1027745,1025607,1025607,1206 W 18TH ST,INDIANAPOLIS,248935,1,-86.76535389075062,35.24199775413121
4703,1276596,9016669,9016669,769 ARNOLDA AVE,INDIANAPOLIS,77896,0,-86.76535389075062,35.24199775413121
4704,1013177,1056463,1056463,2845 FOREST MANOR AVE,INDIANAPOLIS,221224,1,-86.76535389075062,35.24199775413121
4705,1125941,4013908,4013908,4057 ARBORCREST DR,INDIANAPOLIS,144790,1,-86.76535389075062,35.24199775413121
4706,1007903,1063159,1063159,337 W 32ND ST,INDIANAPOLIS,6732,1,-86.76535723901782,35.241997723733036
4707,1028443,1037533,1037533,1712 CARROLLTON AVE,INDIANAPOLIS,298071,1,-86.76535389075062,35.24199775413121
4708,1006760,1063635,1063635,3220 N KENWOOD AVE,INDIANAPOLIS,77998,0,-86.76535389075062,35.24199775413121
4709,1002415,1073068,1073068,3502 KINNEAR AVE,INDIANAPOLIS,78939,0,-86.76535389075062,35.24199775413121
4710,1023752,1007114,1007114,1509 HERSCHELL AVE,INDIANAPOLIS,85867,0,-86.76535389075062,35.24199775413121
4711,1295365,9050209,9050209,5018 W NAOMI ST,INDIANAPOLIS,159613,1,-86.76535389075062,35.24199775413121
4712,1008773,1062211,1062211,3102 N PARK AVE,INDIANAPOLIS,282050,1,-86.76535389075062,35.24199775413121
4713,1271379,9026168,9026168,1413 N EXETER AVE,INDIANAPOLIS,106656,0,-86.76535389075062,35.24199775413121
4714,1028463,1039613,1039613,1720 MONTCALM ST,INDIANAPOLIS,51528,0,-86.76535389075062,35.24199775413121
4715,1003952,1084695,1084695,4813 E 34TH ST,INDIANAPOLIS,47917,1,-86.76535723901782,35.241997723733036
4716,1277189,9020222,9020222,719 N ROCHESTER AVE,INDIANAPOLIS,322343,0,-86.76535389075062,35.24199775413121
4717,1274418,9021611,9021611,1045 N MOUNT ST,INDIANAPOLIS,107987,1,-86.76535723901782,35.241997723733036
4718,1078514,2005638,2005638,4125 TINCHER RD,INDIANAPOLIS,66520,0,-86.76535389075062,35.24199775413121
4719,1297905,9005112,9005112,2530 MARS HILL ST,INDIANAPOLIS,79219,0,-86.76535389075062,35.24199775413121
4720,1059488,1018270,1018270,1252 STANDARD AVE,INDIANAPOLIS,2755,1,-86.76535389075062,35.24199775413121
4721,1020805,1059319,1059319,2322 PARIS AVE,INDIANAPOLIS,329384,1,-86.76535389075062,35.24199775413121
4722,1020519,1018357,1018357,2328 STUART ST,INDIANAPOLIS,206093,0,-86.76535389075062,35.24199775413121
4723,1067000,1045272,1045272,1234 E MINNESOTA ST,INDIANAPOLIS,282353,1,-86.76535389075062,35.24199775413121
